transcription,recording_id,input_values,labels,model_transcription
~k ~l ~m three four six contact rhein one two seven three seven tschuss ,061_0413,"[-3.5493848e-01 -9.1947949e-01 -6.1148882e-01 ... -5.4869074e-01
 -2.8439924e-01  7.6676626e-04]","[3 3 4 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",CARLEMTREE FOR SIX CONDECLINE ONE TO SEVENTHREE SAVENTRES
alitalia six four seven four contact rhein one two seven three seven tschuss ,061_0414,"[-0.29719934 -0.16114317 -0.2101819  ...  0.3331477  -0.19777812
 -0.43277138]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 4]",ON LITALIA SIX FOR SEVEN FOR CONTAC INE ONE TO SEVNTRE SEVENTURES
lufthansa four two zero seven rhein one three two four tschuss ,061_0415,"[-0.6693909  -0.8326636  -1.424529   ... -0.0048133   0.02741695
 -0.28891358]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",LEFTAN DA FORTUDE ROSEVEN RN ONTRE TWO FORTRESS
tag lufthansa five five zero four identified report your heading ,061_0416,"[-0.4456916  -1.2399737  -0.8113532  ...  0.19015223 -0.6815879
 -0.5625603 ]","[3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",THE OUTLOOFD ON THE FIVE FIVE SIROFOR IDENTIFIED RE PORT YOUR HEADING
roger turn right heading one nine five ,061_0417,"[ 0.11880495 -0.61381143 -1.6153677  ...  0.39537537 -0.8075072
 -0.35456815]","[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3
 3 4]",OR YOUR TURN RIGHT HADING ONE NINE OR FIVE
golf juliett india direct to trasadingen ,061_0418,"[-0.6533043  -0.3780977  -0.9023601  ...  0.0851396  -0.80078757
  0.00707544]","[3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3
 3 3 3 4]",GO TRULIET IN THEAR DIRECT OF PAZADIG AND
lufthansa three five five zero proceed direct to tran= trasadingen climb flight level two nine zero ,061_0419,"[-0.18347466 -0.7217952  -0.7639443  ...  0.04334534  0.06280344
  0.01814167]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",OFUNDRFTY FIVE FIVE SIROPOSIT DIRECT TO PAN PRAZADING IN GLAMFLAD ORETO NANAZIRO
you called in already and four two zero nine identified again ,061_0420,"[-0.42603132 -0.6172942  -0.68205106 ... -0.4089904  -0.23979011
  0.00117399]","[3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3
 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4]",YOUR CORT IN AULREADY AND FORTO SILONIN IDENTIFIED AGAIN
lufthansa four two zero seven do you still read ,061_0421,"[-0.27762508 -0.5668385  -0.2915256  ...  0.02463965  0.01641297
  0.04002925]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 4]",LO TANDA FORTUSIRON SEVEN DO YOU STILL READ
four two zero seven rhein frequency one three two four ,061_0422,"[ 0.07721876 -0.04545924 -0.31425926 ... -0.15546022 -0.51140195
  0.00131917]","[3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",FOR TUSO SEVEN LIIN FREQUENCY ONE TRI TWO FOUR
saudia one zero six contact rhein one three two four ,061_0423,"[-0.26097122 -0.7736486  -0.8383965  ...  0.6506093  -0.70377797
  0.00258906]","[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",ZARIAWANZI VO SEX CONTATLINE ANT RE TWO FOUR
lufthansa four seven zero zero contact zurich one three four six ,061_0424,"[ 0.23375514 -0.01364915 -0.2983314  ... -0.42306983 -0.18455149
 -0.3089681 ]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",LIVED ON THE FOUR SEVEN TI ROSI ROCONDESURISH ONTRY FOUR SIX
hotel tango romeo contact rhein one two seven three seven tschuss ,061_0425,"[-0.36204433 -0.6876027  -0.7223947  ... -0.03708816  0.03161605
  0.00146555]","[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",OR THE TANGOOMIK ON THAT LINE ONE TO SEVENTRY SEVENTHUS
tag belgian airforce four four identified report your heading ,061_0426,"[-0.24508348 -0.44671884 -0.39222085 ...  0.02214256  0.02098824
  0.00549564]","[3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",TARG BADRMAF WAS FAR FOR IDENTIFAT REPOTYOUR HEADING
roger turn right heading three two five ,061_0427,"[-0.02917816 -0.11294255  0.18743648 ...  0.0515711   0.03732573
  0.01807844]","[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3
 3 3 4]",RODROTAN RITELLINTREE TWO FIVE
sabena eight three six rhein one two seven three seven tschuss ,061_0428,"[-0.16846444 -0.5702853  -0.31224668 ... -0.4876702   0.11642898
  0.00169495]","[3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",FOR BENIGTRY SIX RINE ONE TWO SEVENTHRE SEVN SHUR SEV
tag delta india mike mike echo identified ,061_0429,"[ 0.05783375 -0.01176539 -0.20791571 ... -0.8290767   0.11306132
 -0.10251085]","[3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 3 3 3 4]",TARK DIRDAGNAL MIKE MIKE ECO IDENTIFIED
tag cross air eight five eight identified ,061_0430,"[ 0.01989073 -0.4317384  -0.4112551  ...  0.22911191 -0.1332144
 -0.38235947]","[3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3
 3 3 3 3 4]",TARKOZA ATE FIIT IDENTIFIED
alitalia one five zero guten tag identified ,061_0431,"[-0.00908297 -0.09722219 -0.1170432  ...  0.04303338 -0.01279955
  0.00363693]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3
 3 3 3 3 3 3 4]",ATIO AN FIVE SIROGUNTAG IDENTIFIED
@indialook contact rhein frequenc= correction zurich one three four six ,061_0432,"[-2.1061361e-01 -8.0108315e-01 -2.8735793e-01 ... -3.0549821e-01
  2.2408292e+00  1.9518762e-03]","[3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3
 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",IN THALUC CONTACT RIME FRAGMENTS CORRECTION SULISH ANTRIFOR SIX
tag adria one six two seven identified ,061_0433,"[-0.67001826 -0.4833448  -0.14007385 ... -0.47951132 -0.22583014
  0.00447644]","[3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3
 3 4]",TAGAREA ON SIXTO SEVEN IDENTIFIED
lufthansa four two zero nine proceed direct to dinkelsbuhl ,061_0434,"[-0.92578274 -0.74197996 -0.25963527 ...  0.07040062  0.1840246
  0.00262847]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4]",LOFT ANDER FORTOSEVO NINE PROSSI DIRECT TO DINCASBOUR
expect higher with zurich in about five minutes ,061_0435,"[-0.9153031  -0.05617432 -0.53681916 ... -0.11657295 -0.04410942
  0.00643885]","[3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 4 3 3
 3 3 4 3 3 3 3 3 3 3 4]",EXPECTI I WASTURIIN ABOUT FIVE MINUTES
tag @aerovic one zero six one identified expect a descent later on due to crossing traffic at your level and below ,061_0436,"[-0.27732202 -0.79793906 -0.76100326 ... -0.08230662 -0.11426254
 -1.1003954 ]","[3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3
 3 3 3 4 3 3 3 3 3 3 4 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 4 3 3 3 4 3 3 4
 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3
 3 3 3 4]",TARG ELBERT RANZIOR SIX ONE IDENTIFIED EXPECT A DESCENT LATER ON DU TO CROSSING TRAFFIC AT YOUR LEVEL AND BELOW
delta mike echo climb flight level two nine zero ,061_0437,"[-0.15845081 -0.6012201  -0.7156392  ...  0.14308348 -0.07044338
 -0.7388984 ]","[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3
 3 4 3 3 3 3 4 3 3 3 3 4]",THE TAMIKE ECHO CLUM FLOOD LEVER TWO NINA ZIRO
guten tag tarom three seven four identified ,061_0438,"[-0.72074926 -0.95097387 -0.8452137  ...  0.25568062  0.07842237
  0.00784719]","[3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3
 3 3 3 3 3 3 4]",CONTACTARAMPRISEVEN FOR IDENTIFIED
tag alitalia two nine one identified continue heading one three five ,061_0439,"[-0.4642408  -0.31412014 -0.08633481 ... -1.6100631  -0.6151013
  0.00565981]","[3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4
 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",TAKALITALIATUNA NAANA IDENTIFIET CONTINUE HADING ONE TREE FIVE
lufthansa four two zero nine contact rhein one three two decimal four ,061_0440,"[-0.18981619 -0.40312785 -0.73013043 ...  0.4118891  -0.7536829
  0.00326615]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4]",LOTANDA FORTU SI RONAINE CONTACT LIN ANTRETWU RESIN E FOUR
lima alfa juliett one contact rhein one three two decimal four tschuss ,061_0441,"[-0.9780844  -1.3026589  -0.5514288  ... -0.17048903 -0.96290517
  0.12468018]","[3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3
 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4]",LIMAR VADULIAT ON CONTACT RINE VANTRITULASMA FORTRESS
tag merair six nine five two identified climb flight level two nine zero correction two five zero ,061_0442,"[-0.8633971  -1.0472074  -0.35331756 ... -0.19971105 -0.07620398
 -0.18798515]","[3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3
 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",TAR MAA SEX NINE FIVE TOADENTIFIED CLAMFLALA RETWO NANAZIO A CORRECTION TWO FIVE SIRON
bafair four four turn left again heading three one five ,061_0443,"[-0.03911077 -0.70765364 -0.48030436 ... -0.08427122  0.1274629
 -0.3696878 ]","[3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",BUT TER FORE FOR TURN LEFT AGAN HAD IN THREE ON FIVE
belgian airforce four four turn left again heading three one five ,061_0444,"[-0.6441821  -1.015673   -0.19810534 ...  0.12547152 -0.5125145
  0.00468636]","[3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4]",BEDUMEFOS FOR FOUGT AND LEFT AGAIN HADING THREE ONE FIVE
lufthansa five five zero four back to trasadingen ,061_0445,"[-0.13554834 -0.31993794 -0.28642642 ... -0.25349027 -0.93867594
  0.0724811 ]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3
 4 3 3 3 3 3 3 3 3 3 3 3 4]",LOFT UNDER FIVE FIVE SIRO FOUR BACK TO TRAZADINGEN
golf bravo victor juliett india contact zurich one three three four tschuss ,061_0446,"[-0.13263696 -0.0750843   0.16518581 ... -0.39414388 -0.57514334
  0.2656374 ]","[3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3
 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4]",KO PAVOVICTOR JULIET INDIA CONTACT SYRISHMANTRITRI FORTRESS
meridiana six nine five two report your heading ,061_0447,"[-0.6341009  -0.42460868 -0.66477597 ... -0.23892993 -0.00801606
  0.00470502]","[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3
 3 3 4 3 3 3 3 3 3 3 4]",MADIANA SIX NINE FIVE TOLL POT YOUR HEADING
roger turn even further climb turn right heading one nine zero ,061_0448,"[-0.9479036  -0.56435    -0.5712156  ...  0.0146166   0.2006658
 -0.01090254]","[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",RODOTO ANEBER FURTHER CLIME TURN A RIGHT HADING ONE NINE OSIAL
tarom three seven four proceed direct to tango ,061_0449,"[-0.261672   -0.27887183 -0.5977295  ... -0.43780807 -0.8333901
  0.04033514]","[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3
 4 3 3 4 3 3 3 3 3 4]",TAANTRI SEVEN FOR POSIDAR CUTENGO
bafair four four descend flight level three five zero ,061_0450,"[-0.2027682  -0.506321   -0.6724652  ... -0.03644482 -0.8647817
 -0.01659588]","[3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",ABOVE HER FOUR FOUR DESCENT FLOOD LOVERTLY FIVE SILS
tag britannia three zero six alfa identified ,061_0451,"[ 0.02338092 -0.3592946  -1.3794303  ... -0.54689205  0.24948968
  0.00556487]","[3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 4]",TARCPOTANATRISEVOSIX ARE FAR IDENTIFIED
cross air eight five eight contact rhein frequency one two seven three seven tschuss ,061_0452,"[-0.5359351  -0.6351031  -0.72744316 ... -0.07908414 -0.248271
 -0.2183733 ]","[3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3
 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 3 3 3 3 4]",COSAGHT FIVE EIGHT CONTACT RINE FREQUENCY ON TO SERVANTRY SERVANTERS
delta mike echo continue heading one eight zero ,061_0453,"[-0.41692922 -0.21055149 -0.16569515 ...  0.11747137 -0.02522249
 -0.63040996]","[3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 4
 3 3 3 3 3 4 3 3 3 3 4]",DEDAMIC ECOCONTINU HAD IN ONEAD ZELO
bafair four four contact correction belgian airforce four four contact rhein one two seven three seven tschuss ,061_0454,"[-0.59479856 -0.7743732  -0.63217586 ... -0.33272597 -0.98075247
  0.00208136]","[3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4 3
 3 3 3 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4]",OT THAT FOUR FOUR CONTACT CORRECTION BERGANIL FORST FOUR FOUR CONTACT LINE ONE TO SEVEN THREE SEVENTERS
@aerovic one zero six one descend now flight level two seven zero ,061_0455,"[-0.11434718 -0.71917355 -0.9131349  ...  0.04640872  0.12461785
  0.06202411]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4]",AROREC UONZILOR SIX ONE DESCENT NOW FLOOD OVER TWO SERVANTS I RO
merair six nine five two climb flight level two seven zero now ,061_0456,"[-0.31861594 -0.80395335 -0.48079282 ... -0.04619066  0.12846279
 -0.50772834]","[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",MAYAR SEX NINE FIVE TU KLUMFLAD OVER TWO SAVENS IRONAUD
tag nato ten identified ,061_0457,"[-0.22510913 -0.5321627  -0.47141156 ... -0.1016446   0.15110877
 -0.5764395 ]",[3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4],DARK NOTTLED AND IDENTIFIED
tag malaysian four identified ,061_0458,"[-0.4597305  -0.7026     -0.12823792 ... -0.12857434 -0.01102398
  0.00859417]",[3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4],TAGMILATION FIRIDENTIFIED
lufthansa three five five zero contact zurich one three four six tschuss ,061_0459,"[-0.36034173 -0.65679765 -0.4647384  ...  0.04804973  0.06821884
  0.00314345]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3
 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4]",LOVT UNDATLEI FIVE FIVE SIRAL CONDUCT SURISH MONTLY FOR SEXTRAS
guten tag @alpha five identified ,061_0460,"[-1.5516101  -1.1923753  -0.08389185 ... -0.9899125  -0.17394641
  0.01281606]",[3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3 3 3 3 4],CONTAGAVA FIV ADENTIFIED
tag swissair nine three five nine identified ,061_0461,"[-0.2671412  -0.892653   -0.40705323 ... -0.68237305 -0.34188026
  0.00735229]","[3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3
 3 3 3 3 3 3 3 4]",DOX WAS ANANTRIPAFNAN IDENTIFIED
@aerovic one zero six one descend with two thousand feet per minute or more ,061_0462,"[-0.04994912 -0.13490827 -0.14858437 ... -0.05535937  0.07593808
 -0.20648976]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3
 3 4 3 3 3 4 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3
 3 4]",ERIC WANZILLO SIX ONE DECENT WIS TWO THOUSAND FEET PER MINUT OMO
guten tag lufthansa five two one seven identified ,061_0463,"[-0.4146521  -0.29865885 -0.40653747 ...  0.02278728  0.02370111
 -0.00918954]","[3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3
 3 4 3 3 3 3 3 3 3 3 3 3 4]",NTAGLOFT UMBER FIVE TO ONE SEVEN IDENTIFIED
tag meridiana six nine four four identified climb flight level two nine zero ,061_0464,"[-1.0115291  -1.575084   -0.481358   ...  0.1538553  -1.0417304
  0.00400863]","[3 3 3 4 3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3
 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3
 3 3 4]",DACMARIANA SIX NINE FOR FORARDENTIFIED GLAM FLI LOVER TWO NYNOZIRON
merair six nine five two climb flight level two nine zero now ,061_0465,"[-0.22660522  0.08010436 -0.16240247 ...  0.11959819 -0.6718999
 -0.29875597]","[3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3
 4 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4]",MA SEX NINE OR FIVE TUCLAN FLAT EVER TU NANA ERONA
egypt air eight eight four guten tag identified ,061_0466,"[-0.43869433 -0.6878209  -0.50368005 ... -0.18974349 -0.4633802
  0.00237422]","[3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 4
 3 3 3 3 3 3 3 3 3 3 4]",E RUPLE ADED FOGG AND TARG IDENTIFIED
alitalia one five zero turn left one five degrees radar vectors to nattenheim ,061_0467,"[-0.18645872 -0.7139652  -0.2934088  ... -0.4972408  -0.14258236
  0.00231434]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 4
 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3
 3 3 3 4]",ALITALIA ONE FIVE ZIROTURN LEFT ONE FIVE DEGGREES RED A VECTAS TO NATANIN
delta india mike mike echo climb flight level three zero zero ,061_0468,"[-0.05070309  0.01600254 -0.04685336 ... -0.04274874  0.05999206
 -0.07204732]","[3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3
 3 3 4 3 3 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4]",THA TONA MIK MIKE ECO CLUM FLOT OF A TRESI ROSIRO
meridiana six ni= merair six nine four four direct to trasadingen ,061_0469,"[-0.06197964  0.00259164  0.01586501 ... -1.1694995   0.11590992
  0.00123249]","[3 3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3
 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3 3 3 3 3 3 3 3 4]",MORIANA SIX NUTMARE SIX NINE FOUR FOUR DART WITH COSETING HIM
alitalia one five zero direct to nattenheim ,061_0470,"[-0.342888   -0.501955   -0.5179056  ... -0.15254495  0.2202434
 -0.4985426 ]","[3 3 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 4 3 3 4 3 3 3 3
 3 3 3 3 3 3 4]",ONLI TELL YOUA ONE FIVESIOR DAREC TO NATENHEIM
lufthansa five five zero four contact zurich one three four six tschuss ,061_0471,"[-0.00712174 -0.82360435 -0.84406275 ... -0.6424206   0.10903464
 -0.05102421]","[3 3 3 3 3 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 3 3 3
 4 3 3 3 3 3 3 4 3 3 3 4 3 3 3 3 3 4 3 3 3 3 4 3 3 3 4 3 3 3 3 3 3 3 4]",LOUTANS AR FIVE FIVESR OR FOUR CONDUCT SYRISHMONTRY FOR SIXTRES
